id,product_id,url,alt,is_featured
17,8,https://image.shutterstock.com/image-photo/wall-mounted-floating-bookshelf-60cm-260nw-1789234567.jpg,Duvara Monte Kitap Rafı - 60cm,true
18,8,https://image.shutterstock.com/image-photo/bookshelf-wall-mount-80cm-books-260nw-1823456791.jpg,Duvara Monte Kitap Rafı - 80cm,false
19,8,https://image.shutterstock.com/image-photo/large-floating-bookshelf-100cm-260nw-1856789234.jpg,Duvara Monte Kitap Rafı - 100cm,false
20,9,https://image.shutterstock.com/image-photo/reusable-snack-bags-eco-friendly-260nw-1734567892.jpg,Yeniden Kullanılabilir Atıştırmalık Poşetleri - Ana Görsel,true
21,9,https://image.shutterstock.com/image-photo/eco-snack-bags-set-multiple-260nw-1789345672.jpg,Yeniden Kullanılabilir Atıştırmalık Poşetleri - Set,false
22,10,https://image.shutterstock.com/image-photo/oversized-denim-shirt-fashion-260nw-1623456789.jpg,Oversize Kot Gömlek - Ana Görsel,true
23,10,https://image.shutterstock.com/image-photo/denim-shirt-layering-outfit-260nw-1645678923.jpg,Oversize Kot Gömlek - Katmanlama,false
24,11,https://image.shutterstock.com/image-photo/mesh-sports-leggings-workout-260nw-1567892345.jpg,File Spor Taytı - Ana Görsel,true
25,11,https://image.shutterstock.com/image-photo/mesh-leggings-gym-wear-260nw-1589234567.jpg,File Spor Taytı - Spor Salonu,false
26,12,https://image.shutterstock.com/image-photo/pepper-jack-cheese-slices-260nw-1456789234.jpg,Acılı Peynir Dilimleri - Ana Görsel,true
27,12,https://image.shutterstock.com/image-photo/spicy-cheese-sandwich-making-260nw-1478923456.jpg,Acılı Peynir Dilimleri - Sandviç,false
28,13,https://image.shutterstock.com/image-photo/racerback-tank-top-active-wear-260nw-1598234567.jpg,Aktif Yarış Sırtı Atleti - Ana Görsel,true
29,13,https://image.shutterstock.com/image-photo/workout-tank-fitness-wear-260nw-1523456789.jpg,Aktif Yarış Sırtı Atleti - Antrenman,false
30,14,https://image.shutterstock.com/image-photo/car-windshield-sunshade-protection-260nw-1634567892.jpg,Araç Güneşliği - Ana Görsel,true
31,14,https://image.shutterstock.com/image-photo/sunshade-car-interior-protection-260nw-1656789234.jpg,Araç Güneşliği - İç Mekan Koruması,false
32,15,https://image.shutterstock.com/image-photo/gps-pet-tracking-collar-260nw-1712345678.jpg,Evcil Hayvan Takip Tasması - Ana Görsel,true
33,15,https://image.shutterstock.com/image-photo/smart-pet-collar-gps-tracking-260nw-1734567891.jpg,Evcil Hayvan Takip Tasması - Akıllı Telefon,false
34,15,https://image.shutterstock.com/image-photo/dog-wearing-gps-collar-outdoor-260nw-1756789234.jpg,Evcil Hayvan Takip Tasması - Köpek Üzerinde,false
35,16,https://image.shutterstock.com/image-photo/vegetable-sushi-rolls-plate-260nw-1445678923.jpg,Sebzeli Suşi Rulolar - Ana Görsel,true
36,16,https://image.shutterstock.com/image-photo/fresh-veggie-sushi-rolls-260nw-1467892345.jpg,Sebzeli Suşi Rulolar - Taze,false
37,17,https://image.shutterstock.com/image-photo/canned-peach-halves-juice-260nw-1389234567.jpg,Şeftali Yarımları (Konserve) - Ana Görsel,true
38,17,https://image.shutterstock.com/image-photo/peach-dessert-bowl-canned-260nw-1356789234.jpg,Şeftali Yarımları (Konserve) - Tatlı,false
39,18,https://image.shutterstock.com/image-photo/bamboo-bathtub-caddy-expandable-260nw-1578923456.jpg,Bambu Küvet Rafı - Ana Görsel,true
40,18,https://image.shutterstock.com/image-photo/bath-caddy-books-phone-holder-260nw-1534567892.jpg,Bambu Küvet Rafı - Kullanım,false
41,19,https://image.shutterstock.com/image-photo/digital-photo-frame-wifi-enabled-260nw-1612345678.jpg,Dijital Fotoğraf Çerçevesi - Ana Görsel,true
42,19,https://image.shutterstock.com/image-photo/smart-photo-frame-displaying-images-260nw-1645678923.jpg,Dijital Fotoğraf Çerçevesi - Gösterim,false
43,20,https://image.shutterstock.com/image-photo/honey-sesame-chicken-meal-kit-260nw-1423456789.jpg,Ballı Susam Tavuk Karışımı - Ana Görsel,true
44,20,https://image.shutterstock.com/image-photo/chicken-honey-sesame-sauce-260nw-1456789234.jpg,Ballı Susam Tavuk Karışımı - Hazır,false
45,21,https://image.shutterstock.com/image-photo/spicy-avocado-salsa-bowl-260nw-1378923456.jpg,Acılı Avokado Salsası - Ana Görsel,true
46,21,https://image.shutterstock.com/image-photo/avocado-salsa-chips-dipping-260nw-1356789123.jpg,Acılı Avokado Salsası - Soslanmış,false
47,22,https://image.shutterstock.com/image-photo/organic-brown-sugar-bowl-260nw-1334567892.jpg,Organik Esmer Şeker - Ana Görsel,true
48,22,https://image.shutterstock.com/image-photo/brown-sugar-baking-ingredients-260nw-1367892345.jpg,Organik Esmer Şeker - Pişirme,false
49,23,https://image.shutterstock.com/image-photo/outdoor-camping-hammock-trees-260nw-1489234567.jpg,Açık Hava Kamp Hamağı - Ana Görsel,true
50,23,https://image.shutterstock.com/image-photo/lightweight-hammock-backpacking-260nw-1456789234.jpg,Açık Hava Kamp Hamağı - Hafif,false
51,24,https://image.shutterstock.com/image-photo/fitness-resistance-bands-set-260nw-1567823456.jpg,Fitness Direnç Bantları Seti - Ana Görsel,true
52,24,https://image.shutterstock.com/image-photo/resistance-bands-workout-exercise-260nw-1589234567.jpg,Fitness Direnç Bantları Seti - Antrenman,false
53,25,https://image.shutterstock.com/image-photo/vanilla-pudding-mix-instant-260nw-1334567891.jpg,Vanilyalı Muhallebi Karışımı - Ana Görsel,true
54,25,https://image.shutterstock.com/image-photo/creamy-vanilla-pudding-dessert-260nw-1356789234.jpg,Vanilyalı Muhallebi Karışımı - Hazır,false
55,26,https://image.shutterstock.com/image-photo/leather-crossbody-bag-fashion-260nw-1445678912.jpg,Deri Omuz Çantası - Ana Görsel,true
56,26,https://image.shutterstock.com/image-photo/chic-leather-bag-everyday-use-260nw-1467891234.jpg,Deri Omuz Çantası - Günlük,false
57,27,https://image.shutterstock.com/image-photo/freestanding-wine-rack-bottles-260nw-1523456781.jpg,Ayaklı Şarap Rafı - Ana Görsel,true
58,27,https://image.shutterstock.com/image-photo/wine-rack-display-storage-260nw-1545678923.jpg,Ayaklı Şarap Rafı - Sergileme,false
59,28,https://image.shutterstock.com/image-photo/cheesy-broccoli-soup-mix-260nw-1378912345.jpg,Peynirli Brokoli Çorba Karışımı - Ana Görsel,true
60,28,https://image.shutterstock.com/image-photo/broccoli-cheese-soup-bowl-260nw-1356781234.jpg,Peynirli Brokoli Çorba Karışımı - Hazır,false
61,29,https://image.shutterstock.com/image-photo/countertop-compost-bin-kitchen-260nw-1467823456.jpg,Kompost Kutusu - Ana Görsel,true
62,29,https://image.shutterstock.com/image-photo/kitchen-waste-compost-container-260nw-1489234567.jpg,Kompost Kutusu - Kullanım,false
63,30,https://image.shutterstock.com/image-photo/cinnamon-rolls-ready-bake-260nw-1334567812.jpg,Tarçınlı Çörek - Ana Görsel,true
64,30,https://image.shutterstock.com/image-photo/sweet-cinnamon-rolls-baked-260nw-1356789123.jpg,Tarçınlı Çörek - Pişmiş,false
65,31,https://image.shutterstock.com/image-photo/animal-paw-print-soap-dispenser-260nw-1423456781.jpg,Hayvan Pati İzi Sabun Dispenseri - Ana Görsel,true
66,32,https://image.shutterstock.com/image-photo/blueberry-oatmeal-cups-breakfast-260nw-1567823491.jpg,Yaban Mersinli Yulaf Kapları - Ana Görsel,true
67,32,https://image.shutterstock.com/image-photo/instant-oatmeal-blueberries-260nw-1589234576.jpg,Yaban Mersinli Yulaf Kapları - Hazır,false
68,33,https://image.shutterstock.com/image-photo/cranberry-juice-no-sugar-260nw-1445672891.jpg,Kızılcık Suyu - Ana Görsel,true
69,34,https://image.shutterstock.com/image-photo/maple-bacon-jerky-snack-260nw-1378923451.jpg,Akçaağaç Soslu Pastırma - Ana Görsel,true
70,35,https://image.shutterstock.com/image-photo/vegan-taco-seasoning-blend-260nw-1456782345.jpg,Vegan Taco Baharatı - Ana Görsel,true
71,36,https://image.shutterstock.com/image-photo/magnetic-curtain-tiebacks-easy-260nw-1534567821.jpg,Manyetik Perde Tutucuları - Ana Görsel,true
72,37,https://image.shutterstock.com/image-photo/1000-piece-jigsaw-puzzle-260nw-1445678932.jpg,Puzzle - Ana Görsel,true
73,37,https://image.shutterstock.com/image-photo/puzzle-pieces-challenging-game-260nw-1467891245.jpg,Puzzle - Parçalar,false
74,38,https://image.shutterstock.com/image-photo/herbed-goat-cheese-plate-260nw-1378912356.jpg,Otlu Keçi Peyniri - Ana Görsel,true
75,38,https://image.shutterstock.com/image-photo/goat-cheese-herbs-snacking-260nw-1356789145.jpg,Otlu Keçi Peyniri - Atıştırmalık,false
76,39,https://image.shutterstock.com/image-photo/wireless-mouse-ergonomic-design-260nw-1523456792.jpg,Kablosuz Fare - Ana Görsel,true
77,39,https://image.shutterstock.com/image-photo/computer-mouse-adjustable-dpi-260nw-1545678934.jpg,Kablosuz Fare - Ayarlanabilir,false
78,40,https://image.shutterstock.com/image-photo/walnut-halves-fresh-baking-260nw-1378923467.jpg,Ceviz İçi Yarımları - Ana Görsel,true
79,40,https://image.shutterstock.com/image-photo/walnuts-snacking-healthy-nuts-260nw-1356789156.jpg,Ceviz İçi Yarımları - Atıştırmalık,false
80,41,https://image.shutterstock.com/image-photo/chili-lime-shrimp-frozen-260nw-1445678943.jpg,Acılı Limonlu Karides - Ana Görsel,true
81,42,https://image.shutterstock.com/image-photo/home-cleaning-robot-automated-260nw-1567823456.jpg,Ev Temizlik Robotu - Ana Görsel,true
82,42,https://image.shutterstock.com/image-photo/robot-vacuum-cleaning-floor-260nw-1589234567.jpg,Ev Temizlik Robotu - Temizlik,false
83,43,https://image.shutterstock.com/image-photo/peanut-butter-pretzel-bites-260nw-1334567823.jpg,Fıstık Ezmeli Kraker Lokmaları - Ana Görsel,true
84,44,https://image.shutterstock.com/image-photo/pet-bed-removable-washable-cover-260nw-1456789234.jpg,Çıkarılabilir Kılıflı Evcil Hayvan Yatağı - Ana Görsel,true
85,44,https://image.shutterstock.com/image-photo/comfy-pet-bed-easy-cleaning-260nw-1478912345.jpg,Çıkarılabilir Kılıflı Evcil Hayvan Yatağı - Rahat,false
86,45,https://image.shutterstock.com/image-photo/portable-phone-charger-power-bank-260nw-1523456783.jpg,Taşınabilir Telefon Şarjı - Ana Görsel,true
87,46,https://image.shutterstock.com/image-photo/classic-caesar-salad-kit-260nw-1378912367.jpg,Klasik Sezar Salata Seti - Ana Görsel,true
88,47,https://image.shutterstock.com/image-photo/basil-tomato-soup-fresh-260nw-1356789167.jpg,Fesleğenli Domates Çorbası - Ana Görsel,true
89,48,https://image.shutterstock.com/image-photo/acoustic-guitar-beginner-friendly-260nw-1445678954.jpg,Akustik Gitar - Ana Görsel,true
90,49,https://image.shutterstock.com/image-photo/spicy-thai-coconut-soup-260nw-1467891256.jpg,Acılı Tayland Hindistan Cevizi Çorbası - Ana Görsel,true
91,50,https://image.shutterstock.com/image-photo/vegetable-lasagna-layers-pasta-260nw-1489234578.jpg,Sebzeli Lazanya - Ana Görsel,true
92,51,https://image.shutterstock.com/image-photo/compact-pop-up-tent-camping-260nw-1523456794.jpg,Kompakt Açılır Çadır - Ana Görsel,true
93,52,https://image.shutterstock.com/image-photo/halloween-decoration-set-spooky-260nw-1445678965.jpg,Cadılar Bayramı Dekorasyon Seti - Ana Görsel,true
94,53,https://image.shutterstock.com/image-photo/stainless-steel-cutlery-set-260nw-1378912378.jpg,Paslanmaz Çelik Çatal Kaşık Seti - Ana Görsel,true
95,54,https://image.shutterstock.com/image-photo/handheld-garment-steamer-wrinkle-260nw-1356789178.jpg,El Tipi Giysi Buhar Makinesi - Ana Görsel,true
96,55,https://image.shutterstock.com/image-photo/adjustable-bar-stools-height-260nw-1467891267.jpg,Ayarlanabilir Bar Tabureleri - Ana Görsel,true
97,56,https://image.shutterstock.com/image-photo/almond-milk-creamy-smoothies-260nw-1489234589.jpg,Badem Sütü - Ana Görsel,true
98,57,https://image.shutterstock.com/image-photo/electric-razor-rechargeable-smooth-260nw-1523456795.jpg,Elektrikli Tıraş Makinesi - Ana Görsel,true
99,58,https://image.shutterstock.com/image-photo/pet-caress-brush-gentle-260nw-1445678976.jpg,Evcil Hayvan Okşama Fırçası - Ana Görsel,true
100,59,https://image.shutterstock.com/image-photo/pasta-primavera-kit-fresh-vegetables-260nw-1378912389.jpg,Makarna Primavera Seti - Ana Görsel,true
101,60,https://image.shutterstock.com/image-photo/hepa-air-purifier-clean-260nw-1356789189.jpg,Hava Temizleyici - Ana Görsel,true
102,61,https://image.shutterstock.com/image-photo/electric-jar-bottle-opener-260nw-1467891278.jpg,Elektrikli Kavanoz ve Şişe Açacağı - Ana Görsel,true
103,62,https://image.shutterstock.com/image-photo/waffle-maker-user-friendly-260nw-1489234590.jpg,Waffle Makinesi - Ana Görsel,true
104,63,https://image.shutterstock.com/image-photo/tomatillo-salsa-tangy-peppers-260nw-1523456796.jpg,Tomatillo Salsası - Ana Görsel,true
105,64,https://image.shutterstock.com/image-photo/self-cleaning-water-bottle-uv-260nw-1445678987.jpg,Kendi Kendini Temizleyen Su Şişesi - Ana Görsel,true
106,65,https://image.shutterstock.com/image-photo/premium-potting-soil-indoor-plants-260nw-1378912390.jpg,Saksı Toprağı - Ana Görsel,true
107,66,https://image.shutterstock.com/image-photo/french-onion-dip-creamy-260nw-1356789190.jpg,Fransız Soğan Sosu - Ana Görsel,true
108,67,https://image.shutterstock.com/image-photo/athletic-jogging-jacket-comfort-260nw-1467891289.jpg,Atletik Koşu Ceketi - Ana Görsel,true
109,68,https://image.shutterstock.com/image-photo/frozen-berry-medley-strawberries-260nw-1489234591.jpg,Donmuş Meyve Karışımı - Ana Görsel,true
110,69,https://image.shutterstock.com/image-photo/hibiscus-herbal-tea-floral-260nw-1523456797.jpg,Hibiskus Bitki Çayı - Ana Görsel,true
111,70,https://image.shutterstock.com/image-photo/kale-salad-lemon-dressing-260nw-1445678998.jpg,Limonlu Soslu Lahana Salatası - Ana Görsel,true
112,71,https://image.shutterstock.com/image-photo/rustic-wooden-picture-frame-260nw-1378912391.jpg,Rustik Ahşap Resim Çerçevesi - Ana Görsel,true
113,72,https://image.shutterstock.com/image-photo/vegetable-spiralizer-healthy-meals-260nw-1356789191.jpg,Sebze Spiralizörü - Ana Görsel,true
114,73,https://image.shutterstock.com/image-photo/decorative-wall-tapestry-colorful-260nw-1467891290.jpg,Dekoratif Duvar Halısı - Ana Görsel,true
115,74,https://image.shutterstock.com/image-photo/garlic-breadsticks-ready-bake-260nw-1489234592.jpg,Sarımsaklı Ekmek Çubukları - Ana Görsel,true
116,75,https://image.shutterstock.com/image-photo/honey-mustard-pretzel-bites-260nw-1523456798.jpg,Ballı Hardallı Kraker Lokmaları - Ana Görsel,true
117,76,https://image.shutterstock.com/image-photo/zucchini-noodles-healthy-alternative-260nw-1445678999.jpg,Kabak Eriştesi - Ana Görsel,true
118,77,https://image.shutterstock.com/image-photo/organic-quinoa-chips-light-260nw-1378912392.jpg,Organik Kinoa Cipsi - Ana Görsel,true
119,78,https://image.shutterstock.com/image-photo/samoa-cookie-mix-baking-260nw-1356789192.jpg,Samoa Kurabiye Karışımı - Ana Görsel,true
120,79,https://image.shutterstock.com/image-photo/ribbed-knit-dress-fitted-260nw-1467891291.jpg,Fitilli Triko Elbise - Ana Görsel,true
121,80,https://image.shutterstock.com/image-photo/high-quality-yoga-mat-260nw-1489234593.jpg,Yüksek Kaliteli Yoga Matı - Ana Görsel,true
122,81,https://image.shutterstock.com/image-photo/baked-falafel-balls-chickpeas-260nw-1523456799.jpg,Fırınlanmış Falafel Topları - Ana Görsel,true
123,82,https://image.shutterstock.com/image-photo/adjustable-pedicure-footrest-260nw-1445679000.jpg,Ayarlanabilir Pedikür Ayak Desteği - Ana Görsel,true
124,83,https://image.shutterstock.com/image-photo/wrap-front-midi-skirt-260nw-1378912393.jpg,Kruvaze Midi Etek - Ana Görsel,true
125,84,https://image.shutterstock.com/image-photo/pumpkin-seeds-crunchy-roasted-260nw-1356789193.jpg,Kabak Çekirdeği - Ana Görsel,true
126,85,https://image.shutterstock.com/image-photo/diy-lip-balm-making-kit-260nw-1467891292.jpg,DIY Dudak Balsamı Yapım Seti - Ana Görsel,true
127,86,https://image.shutterstock.com/image-photo/nutritional-yeast-powder-vegan-260nw-1489234594.jpg,Beslenme Mayası Tozu - Ana Görsel,true
128,87,https://image.shutterstock.com/image-photo/chamomile-lavender-sleep-tea-260nw-1523456800.jpg,Papatya Lavanta Uyku Çayı - Ana Görsel,true
129,88,https://image.shutterstock.com/image-photo/artisanal-sourdough-bread-starter-260nw-1445679001.jpg,El Yapımı Ekşi Maya Ekmek Başlatıcısı - Ana Görsel,true
130,89,https://image.shutterstock.com/image-photo/cast-iron-dutch-oven-260nw-1378912394.jpg,Döküm Demir Fırın Tenceresi - Ana Görsel,true
131,90,https://image.shutterstock.com/image-photo/antique-brass-door-knocker-260nw-1356789194.jpg,Antika Pirinç Kapı Tokmağı - Ana Görsel,true
132,91,https://image.shutterstock.com/image-photo/memory-foam-orthopedic-pillow-260nw-1467891293.jpg,Hafızalı Köpük Ortopedik Yastık - Ana Görsel,true
133,92,https://image.shutterstock.com/image-photo/bamboo-fiber-dish-towels-260nw-1489234595.jpg,Bambu Lifli Bulaşık Bezleri - Ana Görsel,true
134,93,https://image.shutterstock.com/image-photo/turmeric-ginger-immunity-shots-260nw-1523456801.jpg,Zerdeçal Zencefil Bağışıklık Shotları - Ana Görsel,true
135,94,https://image.shutterstock.com/image-photo/copper-measuring-spoons-set-260nw-1445679002.jpg,Bakır Ölçü Kaşıkları Seti - Ana Görsel,true
136,95,https://image.shutterstock.com/image-photo/linen-curtain-panels-natural-260nw-1378912395.jpg,Keten Perde Panelleri - Ana Görsel,true
137,96,https://image.shutterstock.com/image-photo/aromatherapy-reed-diffuser-set-260nw-1356789195.jpg,Aromaterapi Koku Yayıcı Seti - Ana Görsel,true
138,97,https://image.shutterstock.com/image-photo/collagen-peptides-protein-powder-260nw-1467891294.jpg,Kolajen Peptit Protein Tozu - Ana Görsel,true
139,98,https://image.shutterstock.com/image-photo/silicone-ice-cube-trays-260nw-1489234596.jpg,Silikon Buz Kalıpları - Ana Görsel,true
140,99,https://image.shutterstock.com/image-photo/butterfly-tea-color-changing-260nw-1523456802.jpg,Kelebek Çayı Renk Değiştiren - Ana Görsel,true
141,100,https://image.shutterstock.com/image-photo/minimalist-wall-clock-modern-260nw-1445679003.jpg,Minimalist Duvar Saati - Ana Görsel,true
